Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2012-06-25,33.77,60.218918,11.400813,34.11,27.9,33.7,36.19,36.721043,42.64
2012-06-26,33.88,60.86946,11.457654,34.17,28.01,33.78,36.24,36.83033,43.17
2012-06-27,34.25,62.13171,11.595698,34.5,28.18,33.98,36.65,37.227745,43.11
2012-06-28,34.26,62.558933,11.587579,34.47,27.95,34.13,36.78,37.05884,42.87
2012-06-29,35.29,64.4426,11.888027,35.67,28.73,34.77,36.99,37.76425,43.78
2012-07-02,35.11,64.471725,11.961109,35.36,28.89,34.97,37.22,37.88348,43.91
2012-07-03,35.61,66.01555,12.026072,35.73,29.12,35.13,37.13,37.873543,43.87
2012-07-05,35.56,65.15139,11.847425,35.69,29.12,35.0,36.91,37.635094,43.98
2012-07-06,35.15,64.364914,11.749983,35.21,28.69,34.96,36.83,37.38671,43.77
2012-07-09,34.93,64.07362,11.733743,35.19,28.63,34.92,36.71,37.58542,43.53
2012-07-10,34.41,63.07354,11.64442,34.62,28.31,34.96,36.77,37.40658,43.27
2012-07-11,34.3,63.927982,11.741862,34.34,28.18,34.91,36.96,37.376774,43.02
2012-07-12,34.13,63.714375,11.620059,34.21,27.9,34.94,37.01,37.46619,42.92
2012-07-13,34.74,64.83097,11.944869,34.87,28.27,35.33,37.34,37.88348,43.62
2012-07-16,34.61,65.044586,11.920508,34.63,28.24,35.15,37.32,37.953026,43.34
2012-07-17,35.05,65.8602,11.98547,34.78,28.35,35.3,37.4,38.439854,43.77
2012-07-18,35.26,66.43306,11.928628,35.43,28.84,35.31,37.52,38.49947,44.0
2012-07-19,35.64,66.636955,11.855546,35.6,29.09,35.26,37.59,38.49947,44.29
2012-07-20,35.42,66.79231,11.676901,35.16,28.76,35.04,37.67,38.0027,43.75
2012-07-23,34.86,66.15148,11.579458,34.98,28.48,34.74,37.42,37.55561,43.11
2012-07-24,34.32,65.09314,11.546977,34.59,28.19,34.63,37.09,37.13833,42.82
2012-07-25,34.32,65.14168,11.587579,34.71,28.08,34.64,37.07,37.317165,42.73
2012-07-26,34.48,66.996216,11.766223,35.24,28.51,35.21,37.65,37.674835,43.42
2012-07-27,35.11,68.180786,11.98547,36.01,29.13,35.61,38.09,38.578953,44.28
2012-07-30,35.08,68.37498,11.961109,35.91,29.14,35.79,38.23,38.380245,44.11
2012-07-31,34.84,67.62734,11.904267,35.81,29.26,35.63,37.92,38.141796,43.54
2012-08-01,34.85,67.957466,11.847425,35.57,29.16,35.45,37.63,38.161667,43.36
2012-08-02,34.44,66.82144,11.758102,35.39,28.97,35.16,37.42,37.79406,43.47
2012-08-03,35.12,68.3944,12.034191,36.16,29.54,35.75,37.86,38.24115,44.33
2012-08-06,35.44,68.57888,12.082912,36.16,29.75,35.73,37.77,38.251087,44.49
2012-08-07,35.85,69.6081,12.131634,36.53,29.95,35.54,37.38,38.161667,44.91
2012-08-08,35.89,69.66636,12.131634,36.48,29.96,35.79,37.43,38.300762,44.69
2012-08-09,36.09,70.14212,12.123514,36.51,30.06,35.64,37.43,38.28089,44.66
2012-08-10,36.06,70.26836,12.131634,36.68,30.13,35.63,37.54,38.439854,44.62
2012-08-13,35.86,70.00619,12.139754,36.6,30.22,35.62,37.5,38.340504,44.64
2012-08-14,35.7,69.87997,12.123514,36.55,30.16,35.76,37.46,38.439854,44.75
2012-08-15,35.76,69.870255,12.164115,36.63,30.17,35.78,37.28,38.529274,44.89
2012-08-16,36.29,70.49167,12.245317,37.0,30.58,35.87,37.19,38.42992,45.26
2012-08-17,36.24,70.46254,12.285918,37.18,30.75,35.9,37.09,38.231213,45.43
2012-08-20,36.17,70.2198,12.318399,37.1,30.78,35.9,37.16,38.3107,45.24
2012-08-21,36.22,69.996475,12.359001,37.02,30.58,35.68,36.89,38.181538,45.18
2012-08-22,36.52,70.258644,12.34276,36.84,30.63,35.57,36.83,38.21134,45.31
2012-08-23,35.91,69.48187,12.220957,36.54,30.38,35.29,36.45,38.161667,45.0
2012-08-24,35.84,69.88968,12.285918,36.71,30.57,35.6,36.62,38.489536,45.37
2012-08-27,35.63,69.91881,12.277799,36.6,30.6,35.65,36.7,38.529274,45.3
2012-08-28,35.55,69.967354,12.261559,36.46,30.53,35.67,36.63,38.469666,45.39
2012-08-29,35.63,69.5013,12.285918,36.45,30.59,35.59,36.57,38.59882,45.61
2012-08-30,35.31,68.76337,12.220957,36.14,30.25,35.45,36.39,38.469666,45.36
2012-08-31,35.65,69.45274,12.310279,36.36,30.49,35.46,36.35,38.588886,45.55
2012-09-04,35.19,68.91872,12.310279,35.98,30.49,35.67,36.49,38.66837,45.44
2012-09-05,35.35,68.656555,12.310279,35.88,30.46,35.61,36.33,38.678307,45.51
2012-09-06,36.24,70.10329,12.602608,36.69,31.14,36.05,36.74,39.294296,46.53
2012-09-07,36.95,71.316986,12.732532,37.0,31.09,35.76,36.62,39.274426,46.78
2012-09-10,36.89,71.00628,12.626968,36.76,30.76,35.72,36.58,39.13533,46.71
2012-09-11,37.02,71.76363,12.732532,36.96,30.84,35.61,36.49,39.1552,46.69
2012-09-12,36.97,72.20056,12.781253,37.11,31.01,35.42,36.28,39.17507,46.92
2012-09-13,37.88,73.37542,13.114182,37.53,31.43,36.05,36.79,39.572487,47.52
2012-09-14,38.35,74.34638,13.219747,37.76,31.58,35.78,36.54,39.41352,47.71
2012-09-17,37.76,73.783226,13.097941,37.58,31.61,35.88,36.31,39.642036,47.53
2012-09-18,37.66,73.2589,13.03298,37.59,31.63,36.08,36.2,39.77119,47.3
2012-09-19,37.87,72.55011,13.024861,37.68,31.66,36.18,36.24,39.810936,47.79
2012-09-20,37.81,72.754005,12.951777,37.32,31.6,36.38,36.39,39.979836,47.73
2012-09-21,37.45,72.51127,12.854335,36.97,31.51,35.96,36.03,39.930157,47.53
2012-09-24,37.34,72.1423,12.862455,36.97,31.31,36.08,36.37,40.039448,47.4
2012-09-25,36.74,71.35583,12.66757,36.48,30.87,35.83,36.29,40.009644,46.84
2012-09-26,36.56,70.676155,12.586368,36.34,30.65,35.83,36.37,39.801003,46.52
2012-09-27,37.01,71.637405,12.700051,36.68,31.05,35.95,36.22,40.029514,46.99
2012-09-28,36.8,71.29757,12.65945,36.53,30.83,35.83,36.39,39.86061,46.79
2012-10-01,36.92,71.65683,12.716291,36.7,30.76,36.06,36.22,40.09906,46.76
2012-10-02,36.72,71.78305,12.740651,36.64,30.8,36.09,36.41,40.277897,46.67
2012-10-03,36.55,70.899475,12.854335,36.83,30.96,36.2,36.59,40.6157,47.04
2012-10-04,37.02,71.60828,13.049221,37.04,31.05,36.37,36.8,40.864082,47.47
2012-10-05,37.2,71.443214,13.0411005,37.16,30.89,36.51,36.74,40.90382,47.61
2012-10-08,37.13,71.55972,13.03298,37.07,30.57,36.4,36.8,40.874016,47.52
2012-10-09,36.78,71.65683,12.951777,36.64,30.18,36.05,36.73,40.37725,46.76
2012-10-10,36.38,70.316895,12.943658,36.3,30.06,35.9,36.67,40.07919,46.47
2012-10-11,36.53,70.84122,13.016741,36.41,29.94,35.82,36.71,40.108994,46.26
2012-10-12,36.37,70.45283,12.838095,36.45,29.92,35.85,36.5,40.049385,46.25
2012-10-15,36.68,70.81209,12.984259,36.7,30.07,36.09,36.65,40.625633,46.71
2012-10-16,37.56,71.9384,13.065461,37.09,30.48,36.18,36.79,41.06279,47.13
2012-10-17,37.87,72.84139,13.235986,37.31,30.32,36.34,37.24,41.06279,47.4
2012-10-18,37.88,72.83169,13.260347,37.42,29.97,36.14,37.41,41.072723,47.43
2012-10-19,37.09,71.68595,13.081702,36.79,29.29,35.71,37.11,40.337505,46.58
2012-10-22,37.26,71.3267,13.081702,36.69,29.49,35.73,37.01,40.367313,46.43
2012-10-23,36.14,69.66636,12.862455,36.32,29.17,35.25,36.67,39.830807,46.06
2012-10-24,36.12,69.132324,12.862455,36.09,29.0,35.25,36.4,39.900352,45.88
2012-10-25,36.04,69.782875,12.894937,36.29,28.94,35.47,36.58,40.218285,45.77
2012-10-26,36.11,69.870255,12.829974,36.32,28.99,35.35,36.58,40.05932,45.92
2012-10-31,36.03,69.85084,12.911177,36.49,28.87,35.39,36.9,39.77119,46.07
2012-11-01,36.73,70.15183,13.073582,37.14,29.34,35.41,36.51,40.09906,46.6
2012-11-02,36.07,68.99639,12.992379,36.83,28.96,35.2,36.26,39.88048,46.57
2012-11-05,36.32,69.52071,12.968019,37.03,29.12,35.14,35.67,39.900352,46.69
2012-11-06,36.7,70.637314,13.114182,37.43,29.25,35.4,35.69,39.940094,46.94
2012-11-07,36.12,68.79249,12.67569,36.55,28.52,34.98,34.94,39.274426,46.39
2012-11-08,35.63,67.54966,12.570127,36.17,28.11,34.6,34.88,38.807465,45.64
2012-11-09,35.56,67.53025,12.586368,36.27,28.24,34.6,34.67,38.91675,45.42
2012-11-12,35.56,67.66618,12.610728,36.37,28.2,34.6,34.38,39.11546,45.46
2012-11-13,35.5,67.384605,12.521405,36.27,28.06,34.58,34.51,38.96643,45.59
2012-11-14,34.9,66.56899,12.302158,35.42,27.78,34.2,34.27,38.49947,44.91
2012-11-15,34.78,66.65638,12.32652,35.42,27.62,34.19,34.07,38.39018,44.88
2012-11-16,34.86,66.91854,12.4077215,35.52,27.66,34.41,34.36,38.678307,45.18
2012-11-19,35.85,68.462364,12.6432085,36.19,28.42,34.97,34.39,39.085655,46.15
2012-11-20,35.88,68.1905,12.708171,36.22,28.3,35.1,34.33,39.304234,46.38
2012-11-21,35.94,68.55946,12.708171,36.27,28.39,35.15,34.18,39.274426,46.54
2012-11-23,36.4,69.53042,12.862455,36.74,28.85,35.67,34.09,39.761257,47.16
2012-11-26,36.43,68.85075,12.813734,36.77,28.98,35.41,34.52,39.58242,46.94
2012-11-27,36.27,68.277885,12.700051,36.69,28.85,35.38,34.61,39.34397,46.75
2012-11-28,36.42,68.8993,12.748772,37.0,29.02,35.72,34.75,39.65197,47.36
2012-11-29,36.67,69.05466,12.813734,37.21,29.16,35.91,34.95,39.930157,47.49
2012-11-30,36.7,68.99639,12.797494,37.13,29.13,36.04,35.32,39.979836,47.53
2012-12-03,36.02,68.617714,12.748772,36.73,29.09,35.9,35.1,39.89042,47.28
2012-12-04,36.09,68.36527,12.716291,36.87,29.04,35.83,34.92,39.979836,47.08
2012-12-05,35.66,68.84104,12.870576,37.26,28.75,35.89,35.45,40.108994,46.94
2012-12-06,35.75,69.06436,12.911177,37.25,28.92,35.93,35.43,40.089123,47.24
2012-12-07,36.05,69.48187,13.016741,37.49,28.77,36.18,35.46,40.218285,47.42
2012-12-10,36.28,69.4042,12.984259,37.68,28.84,36.14,35.47,40.387188,47.15
2012-12-11,36.57,69.812004,13.049221,37.76,29.23,36.16,35.55,40.814407,47.3
2012-12-12,36.48,70.06445,13.106062,37.82,29.18,36.08,35.49,40.754795,47.36
2012-12-13,36.38,69.4139,13.0411005,37.7,28.97,36.02,35.35,40.407055,47.05
2012-12-14,36.65,69.15175,12.992379,37.62,28.69,35.96,35.21,40.24809,46.85
2012-12-17,37.02,69.782875,13.260347,37.97,29.04,36.04,35.75,40.566025,47.69
2012-12-18,37.46,71.06454,13.455233,38.46,29.47,36.03,36.0,40.883953,48.25
2012-12-19,37.3,70.57906,13.37403,38.25,29.32,35.67,35.73,40.446796,47.91
2012-12-20,37.66,71.054825,13.560797,38.45,29.37,35.87,35.84,40.50641,48.01
2012-12-21,37.0,69.977066,13.317188,37.93,28.95,35.17,35.31,39.950027,47.28
2012-12-24,37.19,69.44303,13.292829,37.82,28.87,35.06,35.16,39.791065,47.32
2012-12-26,37.42,69.132324,13.292829,37.69,28.71,34.76,34.86,39.65197,46.83
2012-12-27,37.29,69.0061,13.244106,37.63,28.68,34.82,34.8,39.592354,46.89
2012-12-28,36.82,67.80212,13.138544,37.22,28.36,34.45,34.45,39.204876,46.51
2012-12-31,37.54,69.34594,13.309068,37.9,28.85,34.9,34.92,39.622166,47.44
2013-01-02,38.48,70.88006,13.69884,38.81,29.81,35.8,35.56,40.407055,48.43
2013-01-03,38.2,70.86064,13.6826,38.83,29.62,35.71,35.56,40.456734,48.55
2013-01-04,38.67,71.64712,13.845003,39.12,29.5,35.81,35.74,40.63557,48.73
2013-01-07,38.59,71.093666,13.812523,38.95,29.46,35.57,35.39,40.76473,48.61
2013-01-08,38.65,70.86064,13.771921,38.65,29.35,35.47,35.28,40.774666,48.47
2013-01-09,38.9,70.744125,13.755682,39.04,29.4,35.55,35.21,41.221756,48.55
2013-01-10,39.07,71.38495,13.926207,39.23,29.55,35.76,35.36,41.509876,48.83
2013-01-11,39.01,71.47234,13.893726,39.09,29.59,35.92,35.4,41.499943,48.87
2013-01-14,39.02,71.482056,13.853124,39.24,29.4,36.03,35.33,41.53969,48.99
2013-01-15,39.06,71.80247,13.9099655,39.35,29.21,36.14,35.43,41.490005,49.35
2013-01-16,38.78,72.12288,13.918086,39.19,29.31,36.09,35.26,41.40059,49.24
2013-01-17,39.08,72.57923,13.9099655,39.61,29.43,36.33,35.4,41.7682,49.76
2013-01-18,39.34,73.297745,13.926207,39.93,29.39,36.48,35.68,41.90729,49.82
2013-01-22,39.72,73.99683,14.056129,40.09,29.47,36.49,35.98,42.026516,49.95
2013-01-23,39.5,73.744385,14.048009,40.1,29.78,36.48,35.89,41.97684,49.99
2013-01-24,39.62,73.95799,14.121092,40.34,29.27,36.58,36.05,42.245094,50.37
2013-01-25,39.76,74.65709,14.186053,40.47,29.3,36.76,36.23,42.57296,50.9
2013-01-28,39.38,74.53087,14.129212,40.5,29.4,36.79,36.21,42.42393,50.66
2013-01-29,39.6,75.734856,14.186053,40.59,29.44,36.99,36.46,42.88096,50.46
2013-01-30,39.38,75.35618,14.121092,40.22,29.35,36.92,36.49,42.751797,50.37
2013-01-31,39.02,75.10373,14.112971,40.08,29.4,36.87,36.58,42.632572,50.13
2013-02-01,39.5,75.80282,14.299738,40.47,29.73,37.17,36.68,42.970375,50.42
2013-02-04,39.12,75.08431,14.137333,40.12,29.34,36.82,36.43,42.49348,49.8
2013-02-05,39.32,75.734856,14.275376,40.49,29.68,37.26,36.53,42.96044,50.33
2013-02-06,39.36,75.7834,14.299738,40.5,29.67,37.31,36.64,42.950504,50.44
2013-02-07,39.15,75.58921,14.259136,40.45,29.67,37.51,36.69,42.79154,50.33
2013-02-08,39.38,76.29801,14.291617,40.61,29.93,37.48,36.69,43.10947,50.72
2013-02-11,39.33,75.91934,14.356579,40.58,29.99,37.48,36.78,43.02005,50.55
2013-02-12,39.35,76.12324,14.470263,40.76,29.89,37.44,36.94,42.970375,50.75
2013-02-13,39.49,76.3951,14.437782,40.98,29.88,37.48,36.94,42.94057,50.86
2013-02-14,39.36,77.05536,14.486503,41.04,29.8,37.56,36.64,43.029987,50.88
2013-02-15,39.35,76.17178,14.421541,41.06,29.78,37.61,36.72,43.12934,50.94
2013-02-19,39.18,77.05536,14.559586,41.36,29.98,37.99,37.04,43.397594,51.13
2013-02-20,38.08,75.443565,14.340339,40.82,29.57,37.92,36.97,43.119408,50.35
2013-02-21,37.73,74.91925,14.226656,40.52,29.33,38.04,36.81,42.9207,49.93
2013-02-22,38.23,75.70573,14.4053,40.84,29.69,38.26,37.18,43.10947,50.21
2013-02-25,37.35,73.72497,14.01553,40.0,29.27,37.74,36.85,42.632572,49.43
2013-02-26,37.75,74.453186,14.088612,40.24,29.44,37.83,36.96,42.741863,49.92
2013-02-27,38.42,75.58921,14.307858,41.0,29.69,38.11,37.3,43.208824,50.68
2013-02-28,38.49,75.43386,14.283497,40.97,29.63,38.09,37.43,43.169083,50.93
2013-03-01,38.51,75.53095,14.324098,40.9,29.68,38.22,37.5,43.49695,51.05
2013-03-04,38.56,75.36589,14.445903,40.82,29.77,38.51,37.88,43.735397,51.5
2013-03-05,38.82,75.85137,14.567705,41.4,30.18,38.64,38.08,44.11294,52.02
2013-03-06,39.16,75.93875,14.665148,41.4,30.16,38.55,38.06,44.20236,51.98
2013-03-07,39.27,76.32714,14.770712,41.43,30.23,38.55,37.89,44.17255,52.07
2013-03-08,39.59,76.6961,14.811312,41.82,30.29,38.62,37.97,44.252037,52.62
2013-03-11,39.81,76.73494,14.924994,41.96,30.36,38.66,38.06,44.48055,52.75
2013-03-12,39.84,76.822334,14.843794,41.72,30.25,38.62,37.96,44.679256,52.6
2013-03-13,39.74,76.64756,14.884395,41.92,30.23,38.72,38.13,44.68919,52.89
2013-03-14,39.98,77.69619,14.981838,42.12,30.45,38.85,38.21,44.72893,52.95
2013-03-15,39.85,77.28839,14.981838,41.97,30.2,38.49,38.13,44.440807,52.59
2013-03-18,39.57,76.66698,14.835673,41.71,30.21,38.37,37.92,44.15268,52.19
2013-03-19,39.4,75.822235,14.754471,41.67,30.17,38.69,38.02,44.182487,51.82
2013-03-20,39.7,76.24946,14.851914,41.72,30.32,39.06,38.3,44.550095,52.42
2013-03-21,39.02,75.86108,14.673268,41.3,29.98,38.94,38.11,44.301712,51.98
2013-03-22,39.07,76.46307,14.762591,41.62,30.17,39.3,38.17,44.639515,52.62
2013-03-25,38.77,76.17178,14.721989,41.25,30.1,39.27,38.09,44.510353,52.53
2013-03-26,39.04,76.977684,14.819432,41.46,30.29,39.64,38.45,45.026993,52.79
2013-03-27,39.03,77.23013,14.74635,41.46,30.21,39.61,38.63,45.255505,52.81
2013-03-28,39.18,77.006805,14.786951,41.71,30.27,39.77,39.1,45.65292,53.0
2013-04-01,38.84,76.851456,14.71387,41.25,30.07,39.75,39.01,45.772144,52.6
2013-04-02,38.46,76.41452,14.803192,41.12,30.19,40.18,39.14,46.437813,53.04
2013-04-03,38.14,74.98722,14.559586,40.87,29.95,39.74,39.03,46.159622,52.55
2013-04-04,38.47,74.890114,14.689508,41.05,29.96,39.95,39.4,46.368263,52.85
2013-04-05,38.31,75.05518,14.640788,40.97,29.73,39.66,39.57,46.109943,52.59
2013-04-08,38.43,75.56008,14.786951,41.21,29.86,40.11,39.87,46.14969,53.19
2013-04-09,38.88,76.20092,14.827553,41.34,30.07,40.07,39.75,46.298714,53.05
2013-04-10,39.15,76.60872,15.030559,41.89,30.6,40.37,40.07,47.073673,53.67
2013-04-11,39.32,76.93884,15.063039,42.0,30.5,40.56,40.16,47.5307,54.12
2013-04-12,38.74,75.734856,14.998077,41.76,30.37,40.71,40.33,47.620117,54.41
2013-04-15,37.31,72.6472,14.681389,40.49,29.87,40.06,39.75,46.755745,52.98
2013-04-16,37.99,73.54048,14.908755,41.04,30.24,40.81,40.23,47.431347,53.74
2013-04-17,37.43,71.928696,14.632668,40.36,29.62,40.46,40.0,47.21277,53.19
2013-04-18,37.32,72.5404,14.478382,40.18,29.31,40.38,40.13,46.636517,52.61
2013-04-19,37.76,72.39475,14.681389,40.38,29.35,41.01,40.73,47.292248,53.24
2013-04-22,38.12,73.171524,14.697629,40.43,29.58,41.11,40.68,47.580376,53.47
2013-04-23,38.45,74.01626,14.965597,40.72,29.9,41.43,40.78,47.878433,54.01
2013-04-24,39.03,75.00664,15.05492,41.14,29.95,40.77,40.91,47.053802,54.05
2013-04-25,39.46,75.06489,15.144241,41.35,30.05,40.9,40.92,47.242573,54.51
2013-04-26,38.9,74.93867,15.07928,41.23,30.04,40.89,40.98,47.23264,54.27
2013-04-29,39.49,75.696014,15.144241,41.44,30.47,41.02,41.32,47.381668,54.46
2013-04-30,39.55,75.99701,15.184844,41.45,30.8,40.94,41.43,47.024,54.61
2013-05-01,38.85,74.81245,15.014318,40.91,30.53,40.9,41.02,46.52723,54.32
2013-05-02,39.13,75.793106,15.144241,41.42,30.92,41.05,40.97,47.043865,54.85
2013-05-03,39.82,77.16216,15.306647,42.13,31.21,41.23,40.89,47.361797,55.54
2013-05-06,39.93,77.686485,15.46905,42.4,31.36,40.93,40.32,47.053802,55.72
2013-05-07,40.31,78.288475,15.550254,42.79,31.34,41.24,40.71,47.20283,56.19
2013-05-08,40.66,78.4147,15.680177,43.06,31.59,41.29,40.35,47.34193,56.23
2013-05-09,40.61,78.34674,15.566494,43.06,31.5,41.0,39.74,47.40154,56.33
2013-05-10,40.57,77.93893,15.631456,43.19,31.59,41.16,39.83,47.8685,56.77
2013-05-13,40.28,77.92922,15.680177,43.02,31.51,41.23,39.62,48.265915,56.78
2013-05-14,40.78,79.03612,15.948145,43.55,31.61,41.72,39.89,48.752747,57.36
2013-05-15,41.01,78.8128,16.094309,43.73,31.71,42.13,40.27,49.011066,57.67
2013-05-16,40.82,78.42441,15.988747,43.51,31.88,41.88,39.94,48.504364,57.0
2013-05-17,41.26,79.73521,16.199873,44.17,32.2,41.94,40.32,48.78255,57.55
2013-05-20,41.3,80.86152,16.232353,44.3,32.2,41.51,40.12,48.444748,57.38
2013-05-21,41.25,80.69646,16.272955,44.36,32.1,41.55,40.2,48.971325,57.64
2013-05-22,40.69,79.764336,16.10243,43.97,31.75,41.48,39.52,48.971325,57.09
2013-05-23,40.71,79.80318,16.004986,43.85,31.74,41.31,39.25,48.951454,56.97
2013-05-24,40.57,79.33711,16.021227,43.71,31.69,41.7,38.83,48.80242,56.8
2013-05-28,40.94,80.17214,16.183632,43.94,31.84,41.77,38.38,49.29919,57.35
2013-05-29,40.81,79.99737,16.183632,43.69,31.76,40.97,37.81,48.524235,56.76
2013-05-30,40.94,79.81288,16.378517,43.95,31.96,40.81,37.91,48.87197,56.76
2013-05-31,40.3,78.162254,16.11055,43.53,31.66,40.05,37.68,47.798954,56.12
2013-06-03,40.5,78.9196,16.126791,43.74,31.82,40.49,37.76,48.05727,56.37
2013-06-04,40.45,78.29819,15.980627,43.5,31.68,40.5,37.63,47.759212,56.17
2013-06-05,39.55,77.38548,15.720779,42.71,31.37,40.01,37.3,47.063736,55.24
2013-06-06,39.81,77.96806,15.940024,42.98,31.44,40.18,37.74,47.74928,55.82
2013-06-07,40.18,78.94873,16.216112,43.79,31.73,40.68,37.97,48.18643,56.84
2013-06-10,40.37,78.72541,16.224234,43.66,31.8,40.68,37.96,48.255978,56.67
2013-06-11,39.81,77.53113,15.956265,43.26,31.47,40.58,37.71,48.05727,56.11
2013-06-12,39.61,77.05536,15.785741,42.96,31.26,40.38,37.34,47.570442,55.49
2013-06-13,40.34,78.34674,16.08619,43.59,31.62,40.8,37.95,48.305656,56.53
2013-06-14,40.05,77.58939,15.875063,43.3,31.38,40.7,38.0,48.226173,56.35
2013-06-17,40.39,78.705986,16.029348,43.64,31.67,41.06,38.12,48.335464,56.66
2013-06-18,40.57,79.152626,16.134912,44.15,31.92,41.21,38.38,48.742813,57.24
2013-06-19,40.26,78.42441,15.915665,43.48,31.55,40.39,37.5,47.967854,56.59
2013-06-20,39.22,76.13295,15.574615,42.49,30.85,39.17,36.44,46.735874,55.11
2013-06-21,38.79,75.89992,15.525894,42.3,30.51,39.43,36.54,46.984257,55.04
2013-06-24,38.17,74.773605,15.249805,41.59,30.14,39.27,36.51,46.58684,54.54
2013-06-25,38.4,75.734856,15.534013,42.06,30.39,39.33,36.99,46.82529,55.03
2013-06-26,38.58,76.20092,15.688297,42.47,30.57,39.74,37.46,47.500896,55.72
2013-06-27,38.56,76.34656,15.891304,42.89,30.72,39.92,37.54,47.669792,56.2
2013-06-28,38.35,76.026146,15.793861,42.64,30.59,39.67,37.63,47.302185,56.4
2013-07-01,38.57,76.56988,15.842583,43.07,30.75,39.96,37.16,47.431347,56.79
2013-07-02,38.45,76.73494,15.858824,42.61,30.8,40.01,37.15,47.331993,56.89
2013-07-03,38.46,76.68639,15.810101,42.63,30.98,39.93,37.01,47.262444,57.15
2013-07-05,38.72,77.63793,16.094309,43.3,31.18,40.03,36.9,47.908245,57.77
2013-07-08,38.94,78.14284,16.216112,43.42,31.16,40.43,37.43,48.1765,58.31
2013-07-09,39.54,78.939026,16.354156,44.03,31.28,40.73,37.7,48.315594,58.54
2013-07-10,39.53,78.453545,16.256716,44.02,31.38,40.78,37.91,48.633522,58.6
2013-07-11,40.17,79.08466,16.410997,44.72,31.91,41.42,38.52,49.259453,59.44
2013-07-12,40.03,79.53131,16.524683,44.45,31.93,41.43,38.64,49.55751,59.72
2013-07-15,40.13,79.46333,16.597765,44.61,32.02,41.49,39.27,49.607185,59.57
2013-07-16,39.83,78.97785,16.532803,44.37,32.04,41.34,39.06,49.31906,59.25
2013-07-17,40.2,79.3274,16.605885,44.5,32.07,41.42,39.04,49.448223,59.28
2013-07-18,40.22,80.17214,16.82513,44.95,31.99,41.56,39.38,49.587315,59.62
2013-07-19,40.48,81.28874,16.83325,45.41,31.45,41.8,39.39,50.24305,59.57
2013-07-22,40.52,81.02658,16.946936,45.44,31.54,41.71,39.35,50.491432,59.53
2013-07-23,40.64,81.16251,16.881973,45.41,31.41,41.63,39.45,50.312595,59.45
2013-07-24,40.26,80.25953,16.760168,45.06,31.62,41.36,38.85,50.233116,59.25
2013-07-25,40.64,80.79356,16.77641,45.08,31.64,41.58,39.21,50.4815,59.33
2013-07-26,40.49,80.58965,16.760168,44.93,31.73,41.53,39.35,50.809364,59.52
2013-07-29,40.72,79.919685,16.638365,44.81,31.68,41.44,39.42,50.660336,59.21
2013-07-30,40.62,79.764336,16.630245,45.0,31.84,41.4,39.55,50.67027,59.06
2013-07-31,40.48,80.0265,16.638365,45.16,31.73,41.39,39.26,50.69014,59.37
2013-08-01,40.78,81.32758,16.906334,45.93,32.07,41.73,39.59,51.00807,60.29
2013-08-02,41.01,80.96832,16.898212,46.02,32.21,41.75,39.54,51.027943,60.72
2013-08-05,40.9,80.77414,16.865732,45.84,32.28,41.78,39.28,50.958393,60.59
2013-08-06,40.52,80.278946,16.711447,45.5,32.11,41.73,39.08,50.719944,60.34
2013-08-07,40.54,79.99737,16.597765,45.43,32.03,41.53,39.26,50.759686,59.81
2013-08-08,41.14,80.434296,16.638365,45.64,32.13,41.75,39.41,50.759686,60.21
2013-08-09,41.38,80.19156,16.581524,45.49,31.97,41.57,39.14,50.580853,60.08
2013-08-12,41.32,79.85172,16.516562,45.55,32.18,41.45,38.93,50.372208,60.0
2013-08-13,41.47,79.99737,16.597765,45.75,32.4,41.48,38.72,50.560978,60.0
2013-08-14,41.38,79.6284,16.532803,45.43,32.37,41.19,38.47,50.163567,59.34
2013-08-15,41.08,79.19147,16.289194,44.92,31.85,40.53,37.98,49.31906,58.3
2013-08-16,40.76,78.871056,16.256716,44.98,31.82,40.29,37.54,49.09055,58.09
2013-08-19,40.44,77.618515,16.045588,44.74,31.72,40.11,37.22,49.179966,57.84
2013-08-20,40.67,78.094284,16.199873,44.82,31.77,40.12,37.57,49.31906,58.43
2013-08-21,40.36,77.66706,16.08619,44.51,31.7,39.81,37.14,49.021,57.93
2013-08-22,40.84,78.8225,16.272955,45.12,31.84,39.98,37.35,49.338932,58.51
2013-08-23,41.17,79.385666,16.289194,45.13,32.07,40.21,37.66,49.468094,58.52
2013-08-26,41.17,79.24973,16.183632,45.03,31.92,39.74,37.38,49.53764,58.4
2013-08-27,40.45,78.75454,15.793861,44.12,31.36,39.53,37.36,48.732876,57.45
2013-08-28,40.37,80.06533,15.818221,44.16,31.38,39.23,37.49,48.941517,57.76
2013-08-29,40.5,79.23031,15.858824,44.29,31.55,39.39,37.27,49.09055,58.04
2013-08-30,40.43,79.20118,15.785741,44.04,31.4,39.51,37.3,48.90178,57.68
2013-09-03,40.67,79.78375,15.915665,44.32,31.43,39.48,36.87,49.219707,58.09
2013-09-04,41.05,80.210976,16.037468,44.77,31.73,39.73,36.87,49.786022,58.7
2013-09-05,41.12,80.48285,16.078068,44.88,31.75,39.67,36.72,49.85557,58.72
2013-09-06,41.07,80.47314,16.078068,44.86,31.77,39.77,36.98,49.875443,58.65
2013-09-09,41.69,81.37613,16.264835,45.42,32.15,40.05,37.11,50.183434,59.17
