Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2015-03-16,0,0,0,0,0,0,0,0,0
2015-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-18,1.6747055053710938,3.2169952392578125,0.6318206787109375,1.3058090209960938,1.5086593627929688,0.7502822875976562,2.9894180297851562,1.438079833984375,0.9789962768554688
2015-03-19,-0.24562835693359375,1.4101791381835938,-0.40618133544921875,0.5457077026367188,1.1910476684570312,0.25009918212890625,1.9343338012695312,2.0889892578125,0.818267822265625
2015-03-20,0.46001434326171875,3.0591049194335938,1.0919189453125,1.1736297607421875,1.9177322387695312,1.6353759765625,2.94940185546875,2.9063644409179688,2.0575408935546875
2015-03-23,0.46001434326171875,2.6597976684570312,0.4577484130859375,0.2338409423828125,1.9177322387695312,1.818389892578125,3.025360107421875,2.58758544921875,1.8669509887695312
2015-03-24,0.1013946533203125,1.905548095703125,-0.44821929931640625,-0.13816070556640625,1.5456695556640625,1.1779098510742188,1.7594146728515625,1.6008758544921875,1.2805023193359375
2015-03-25,-1.1313552856445312,3.3697052001953125,-2.2148590087890625,-2.01776123046875,-1.3511428833007812,0.9033966064453125,0.442840576171875,-0.44844818115234375,-0.537506103515625
2015-03-26,-0.8848037719726562,3.2365875244140625,-2.3054580688476562,-2.3114471435546875,-1.2714157104492188,0.42301177978515625,-0.49396514892578125,-0.7065200805664062,-1.2265853881835938
2015-03-27,-0.9296340942382812,2.30487060546875,-2.44134521484375,-1.9002914428710938,-1.1916885375976562,1.1092681884765625,0.16432952880859375,0.082855224609375,-0.669464111328125
2015-03-30,0.5496749877929688,4.730316162109375,-0.8559036254882812,-0.37310791015625,0.1371307373046875,2.2301559448242188,1.5315399169921875,1.2061767578125,0.45944976806640625
2015-03-31,-0.5486068725585938,4.050018310546875,-1.6259689331054688,-1.4695510864257812,-1.0056610107421875,1.1779098510742188,1.5568618774414062,-0.7368927001953125,-0.02437591552734375
2015-04-01,-0.2348175048828125,4.020423889160156,-1.7165756225585938,-2.1939697265625,-1.1651077270507812,1.315155029296875,1.6581497192382812,-1.8450469970703125,-0.5081939697265625
2015-04-02,-0.12274932861328125,4.257057189941406,-1.1729965209960938,-2.1352386474609375,-1.1916885375976562,2.0700302124023438,1.8607025146484375,-1.511077880859375,0.47411346435546875
2015-04-06,0.7513885498046875,6.327552795410156,-0.991790771484375,-1.3129043579101562,-0.128631591796875,2.9621658325195312,3.4304656982421875,-1.3440933227539062,1.0019149780273438
2015-04-07,0.57208251953125,6.401496887207031,-1.5806655883789062,-1.5674362182617188,-0.367828369140625,2.4360427856445312,2.1138916015625,-1.0860366821289062,0.38613128662109375
2015-04-08,0.8858718872070312,5.454986572265625,-1.1729888916015625,-1.1954345703125,-0.02233123779296875,2.6190261840820312,1.7847366333007812,-0.1600341796875,1.427093505859375
2015-04-09,1.199676513671875,7.318443298339844,-1.014434814453125,-0.6668014526367188,0.2700042724609375,2.9392776489257812,1.3036727905273438,0.6748733520507812,1.5297164916992188
2015-04-10,1.513458251953125,7.8360748291015625,-1.037078857421875,0.8799514770507812,0.6952285766601562,3.1451492309570312,2.1391983032226562,1.6312103271484375,1.9108963012695312
2015-04-13,1.0651779174804688,6.652923583984375,-0.62939453125,-0.1773223876953125,0.37630462646484375,2.6190109252929688,1.0251617431640625,1.0240097045898438,1.2951278686523438
2015-04-14,1.5358734130859375,8.767791748046875,-0.62939453125,-0.04027557373046875,0.03082275390625,2.8706512451171875,1.5821914672851562,1.2061767578125,1.2364730834960938
2015-04-15,2.6117324829101562,11.622123718261719,-0.22171783447265625,0.15550994873046875,1.0141220092773438,2.5503997802734375,1.8607025146484375,1.4946060180664062,1.2364730834960938
2015-04-16,2.6117324829101562,11.622123718261719,-0.22171783447265625,0.15550994873046875,1.0141220092773438,2.5503997802734375,1.8607025146484375,1.4946060180664062,1.2364730834960938
2015-04-17,1.5749664306640625,10.801437377929688,-1.727203369140625,-1.203521728515625,-0.54058837890625,1.49578857421875,1.4544448852539062,0.5158767700195312,-0.44078826904296875
2015-04-20,2.3863525390625,11.225448608398438,-1.2639694213867188,0.09555816650390625,1.3626022338867188,1.885528564453125,3.1302719116210938,1.2040328979492188,0.7911758422851562
2015-04-21,1.5524444580078125,10.035430908203125,-1.8198318481445312,-0.04434967041015625,1.308990478515625,2.0918731689453125,2.1146240234375,1.9533767700195312,0.9099197387695312
2015-04-22,1.7778091430664062,10.774055480957031,-1.0323562622070312,0.43531036376953125,2.4616317749023438,2.1606369018554688,2.3431396484375,2.1368942260742188,1.0138015747070312
2015-04-23,2.0708084106445312,11.540031433105469,-0.8470611572265625,0.315399169921875,2.9173126220703125,1.7708892822265625,2.977935791015625,2.5650787353515625,1.5778274536132812
2015-04-24,3.0174179077148438,10.897163391113281,-1.0323486328125,-0.1642608642578125,3.90911865234375,1.7938079833984375,4.1205596923828125,2.1980667114257812,3.1215133666992188
2015-04-27,4.00909423828125,10.774055480957031,-1.449249267578125,-0.2042388916015625,4.230766296386719,1.1747970581054688,2.749420166015625,0.13355255126953125,2.1121826171875
2015-04-28,4.166862487792969,11.334869384765625,-0.8007431030273438,-0.0043792724609375,4.606056213378906,1.2894439697265625,3.56195068359375,0.6840896606445312,1.71142578125
2015-04-29,4.099266052246094,12.210289001464844,-0.8470687866210938,-0.5639877319335938,4.043144226074219,0.28066253662109375,3.0795135498046875,-0.34051513671875,0.9395828247070312
2015-04-30,3.3780288696289062,11.854644775390625,-1.727203369140625,-1.5432891845703125,2.434814453125,-0.086151123046875,1.7591552734375,-1.9018936157226562,-0.3220977783203125
2015-05-01,5.2487030029296875,12.114532470703125,-0.754425048828125,-0.144287109375,3.8286895751953125,0.9226226806640625,2.3939437866210938,-0.4169921875,1.221588134765625
2015-05-04,4.933174133300781,11.827293395996094,0.35732269287109375,0.03557586669921875,3.9359207153320312,1.0831069946289062,3.2318572998046875,0.28646087646484375,1.4590835571289062
2015-05-05,3.6259613037109375,10.431419372558594,-0.6617813110351562,-1.4833297729492188,2.13995361328125,0.18897247314453125,0.6926956176757812,-1.1204605102539062,0.2716217041015625
2015-05-06,3.6484909057617188,9.994407653808594,-1.2176437377929688,-1.5432968139648438,1.1749496459960938,0.532867431640625,0.08330535888671875,-1.5486526489257812,-0.188507080078125
2015-05-07,4.1443328857421875,8.790725708007812,-0.4301605224609375,-0.9637069702148438,2.0058975219726562,0.8079757690429688,0.48957061767578125,-1.0287017822265625,0.39037322998046875
2015-05-08,5.969932556152344,10.59625244140625,1.1911163330078125,0.3553619384765625,3.6410369873046875,1.7479629516601562,1.2767105102539062,0.7605209350585938,1.5926589965820312
2015-05-11,5.429023742675781,8.489799499511719,0.7742156982421875,0.25542449951171875,3.0513153076171875,1.2894439697265625,0.5149612426757812,0.8217010498046875,1.0879898071289062
2015-05-12,4.2119598388671875,8.995895385742188,0.35732269287109375,0.1355133056640625,2.434783935546875,1.0372543334960938,0.38800811767578125,0.1029510498046875,0.8801956176757812
2015-05-13,4.0767364501953125,8.708641052246094,0.4036407470703125,0.37534332275390625,2.9172744750976562,0.9913864135742188,-0.7038345336914062,0.22528839111328125,0.16773223876953125
2015-05-14,5.271247863769531,8.667617797851562,1.4227218627929688,1.5145339965820312,4.7668609619140625,2.7108840942382812,0.5657424926757812,1.7698516845703125,0.6724014282226562
2015-05-15,5.271247863769531,8.667617797851562,1.4227218627929688,1.5145339965820312,4.7668609619140625,2.7108840942382812,0.5657424926757812,1.7698516845703125,0.6724014282226562
2015-05-18,4.761749267578125,8.76654052734375,2.0634841918945312,1.733062744140625,5.315666198730469,2.3445053100585938,1.0069808959960938,2.4440155029296875,1.1058120727539062
2015-05-19,4.207939147949219,7.141349792480469,2.7042312622070312,1.4152145385742188,5.0281982421875,2.0468292236328125,1.266510009765625,2.9803009033203125,1.0759353637695312
2015-05-20,4.141487121582031,7.35333251953125,2.38385009765625,0.9980316162109375,5.106597900390625,1.794952392578125,1.448211669921875,3.1335220336914062,0.9414215087890625
2015-05-21,4.540229797363281,8.413238525390625,2.1092529296875,1.613861083984375,5.6031494140625,2.0468292236328125,1.39630126953125,3.1488571166992188,1.3897857666015625
2015-05-22,4.4073028564453125,8.003410339355469,2.1550140380859375,1.0973587036132812,5.524749755859375,1.5659637451171875,1.214599609375,2.8730545043945312,1.1955108642578125
2015-05-26,2.9895858764648438,6.208648681640625,0.8734970092773438,-0.134307861328125,3.8783187866210938,0.6729507446289062,0.487884521484375,1.7085723876953125,0.37353515625
